english	hindi
Bhav-bhooti	भव-भूति
Bhavesh	भावेश
Bhavin	भविन
Bhawanidas	भवानिदास
Bheru	भेरू
Bhim	भीम
Bhimsen	भीमसेन
Bhisham	भीषम
Bhishma	भीष्मा
Bhoj	भोज
Bhojaraja	भोजराजा
Bholanath	भोलानाथ
Bhoopat	भूपत
Bhoopendra	भूपेन्द्र
Bhooshan	भूषण
Bhooshit	भूषित
Bhoumik	भौमिक
Bhramar	भ्रमर
Bhrigu	भृगु
Bhudev	भूदेव
Bhuman	भुमन
Bhumi	भूमि
Bhupad	भुपद
Bhupal	भूपाल
Bhupathi	भूपति
Bhupati	भूपति
Bhupen	भूपेन
Bhupendra	भुपेन्द्र
Bhupesh	भूपेश
Bhupinderpal	भूपिंदरपाल
Bhushan	भूषण
Bhuvan	भुवन
Bhuvanesh	भुवनेश
Bhuvaneshwar	भुवनेश्वर
Bibek	बिबेक़
Bibhas	बिभस
Bibhavasu	बिभवासु
Bijal	बिज़ल
Bikram	बिक्रम
Bilal	बिलाल
Bilva	बिल्वा
Bimal	बिमल
Bimb	बिम्ब
Bimbisar	बिम्बिसार
Bindusar	बिंदूसर
Bipin	बिपिन
Bir	बीर
Birbal	बीरबल
Biren	बिरेन
Birendra	बीरेन्द्र
Birju	बिरजू
Bisaj	बिसज
Bishanpal	बिशनपाल
Bishr	बिश्र
Bismeet	बिस्मीत
Bitasok	बितासोक
Bodhan	बोधन
Boudhayan	बौधायन
Brahamjeet	ब्रहाम्जीत
Brahma	ब्रह्मा
Brahmabrata	ब्रह्मब्रता
Brahmadutt	ब्रह्मदुत्त
Brahmanand	ब्रह्मानंद
Braj	ब्रज
Brajamohan	ब्रजमोहन
Brajendra	ब्रजेन्द्र
Brajesh	ब्रजेश
Brajraj	ब्रजराज
Bramhaghosh	ब्रम्हाघोश
Bramhanand	ब्रम्हानंद
Bratindra	ब्रतिन्द्र
Brent	ब्रेन्त
Brij	ब्रिज
Brijender	ब्रिजेंदर
Brijesh	ब्रीजेश
Brijkishor	ब्रिजकिशोर
Brijmohan	ब्रिजमोहन
Brijnandan	ब्रिजनंदन
Brijraj	ब्रिजराज
Brirar	ब्रिरार
Buddha	बुद्धा
Buddhadev	बुद्धदेव
Buddhadeva	बुद्धदेवा
Buddhapriya	बुद्धाप्रिया
Budhil	बुधिल
Bukka	बूक्का
Burhan	बुरहान
Baasima	बासिमा
Babita	बबिता
Badriya	बदरिया
Bageshri	बागेश्री
Baheera	बहीर
Bahiyaa	बहिया
Bahugandha	बहुगंधा
Bahula	बहुला
Baijanti	बैजंती
Bairavi	बैरावी
Baka	बका
Bakul	बकुल
Bakula	बकुला
Bala	बाला
Balqis	बल्किस
Banan	बनान
Bandhavi	बंधावी
Bandhura	बंधुरा
Banhi	बन्ही
Bani	बानी
Banmala	बनमाला
Banni	बन्नी
Bansari	बंसरी
Baraa'a	बरा
Barkha	बरखा
Barsha	बर्षा
Baruni	बारुनी
Basabi	बसबी
Basanti	बसंती
Baseema	बसीमा
Basheera	बशीरा
Basma	बस्मा
Batool	बातूल
Bavishya	बविश्या
Beena	बीना
Bel	बेल
Bela	बेला
Belli	बेल्ली
Benazir	बेनजीर
Bethina	बेथिना
Bhadra	भद्रा
Bhadrusha	भाद्रुषा
Bhagavathi	भागावाथि
Bhagini	भगिनी
Bhagirathi	भागीरथी
Bhagwanti	भागवंती
Bhagwati	भगवती
Bhagyalakshmi	भाग्यलक्ष्मी
Bhagyashri	भाग्यश्री
Bhagyawati	भाग्यवती
Bhairavi	भैरवी
Bhakti	भक्ति
Bhama	भामा
Bhamini	भामिनी
Bhandhavi	भान्धवी
Bhanuja	भानुजा
Bhanumati	भानुमती
Bhanuni	भानुनी
Bhanupriya	भानुप्रिया
Bhanusri	भानुसरी
Bharati	भारती
Bharavi	भारवि
Bhargavi	भार्गवी
Bhaumi	भौमी
Bhavana	भावना
Bhavani	भवानी
Bhavi	भावी
Bhavika	भाविका
Bhavini	भाविनी
Bhavna	भावना
Bhavukta	भावुक्ता
Bhavya	भव्या
Bhawna	भावना
Bheema	भीमा
Bhooma	भूमा
Bhoomi	भूमि
Bhrithi	भ्रिथी
Bhumika	भूमिका
Bhupali	भूपाली
Bhuvana	भुवना
Bhuvi	भुवि
Bianca	बिंका
Bidisha	बिदिषा
Bijali	बिजली
Bijli	बिजली
Bimala	बिमला
Bimbi	बिम्बी
Bina	बिना
Bindhiya	बिन्धिया
Bindiya	बिंदिया
Bindu	बिन्दु
Binita	बिनीता
Bipasha	बिपाशा
Bishakha	बिशाखा
Bodhi	बोधि
Brijabala	ब्रिजबाला
Brinda	बृंदा
Briti	ब्रिती
Bulbul	बुलबुल
Bushra	बुशरा
Buthayna	बुथाय्ना
Chahel	चाहेल
Chain	चैन
Chaitan	चैतन
Chaitanya	चैतन्य
Chakor	चकोर
Chakradev	चक्रदेव
Chakradhar	चक्राधार
Chakrapani	चक्रपाणी
Chakravartee	चक्रवर्ती
Chakresh	चक्रेश
Chakshan	चक्षण
Chakshu	चक्षु
Chaman	चमन
Chamanlal	चमनलाल
Champak	चंपक
Chanak	चनक
Chanakya	चाणक्य
Chanchal	चंचल
Chanchareek	चंचारीक
Chandak	चंदक
Chandan	चंदन
Chandavarman	चंदावर्मन
Chander	चंदर
Chandidas	चंडीदास
Chandra	चंद्रा
Chandrabha	चंद्राभा
Chandrabhan	चन्द्रभान
Chandrachur	चंद्रचुर
Chandraditya	चंद्रादित्य
Chandragupt	चन्द्रगुप्त
Chandrahaas	चंद्रहास
Chandrahas	चन्द्रहास
Chandrak	चंद्रक
Chandrakanta	चंद्रकांता
Chandraketu	चन्द्रकेतु
Chandrakiran	चंद्रकिरण
Chandrakirthi	चंद्रकीर्ती
Chandrakishore	चंद्रकिशोर
Chandrakumar	चंद्रकुमार
Chandrama\dhav	चंद्रमाधाव
Chandramauli	चंद्रमौली
Chandramohan	चंद्रमोहन
Chandran	चंद्रन
Chandranan	चंद्रानन
Chandranath	चंद्रनाथ
Chandraprakash	चंद्रप्रकाश
Chandraraj	चंद्रराज
Chandrasen	चंद्रसेन
Chandrashekar	चंद्रशेकर
Chandrashekhar	चंद्रशेखर
Chandratha	चंद्रथा
Chandravadan	चन्द्रवदन
Chandrayan	चंद्रायण
Chandresh	चंद्रेश
Chandrodaya	चंद्रोदाया
Chandrpeed	चंद्र्पीद
Chane	चाने
Chanyana	चन्याना
Chapal	चपल
Charak	चरक
Charan	चरण
Charanjit	चरणजीत
Charanpal	चरणपाल
Charanpreet	चरणप्रीत
Charu	चारू
Charuchandra	चारुचंद्र
Charudatt	चारुदत्त
Charudatta	चारुदत्त
Charudutta	चारूदूत्ता
Charuhas	चारुहास
Charusheel	चरुशील
Charuvardhana	चारुवर्धना
Charuvindha	चारुविन्धा
Charuvrat	चरुव्रत
Chatresh	चत्रेश
Chatur	चतुर
Chaturanan	चतुरानन
Chaturbhuj	चतुरभुज
Cheliyan	चेलियाँ
Chellamani	चेल्लामनी
Chellamuthu	चेल्लामुथु
Chellapan	चेल्लापन
Chemmal	चेम्मल
Chetak	चेतक
Chetan	चेतन
Chetananand	चेतानानंद
Chevatkodiyon	चेवात्कोदियों
Chhandak	छंदक
Chhayank	छायांक
Chidakash	चिदाकाश
Chidambar	चिदंबर
Chidambaram	चिदंबरम
Chidananda	चिदानंदा
Chidatma	चिदात्मा
Chidhatma	चिधात्मा
Chiman	चिमन
Chinar	चिनार
Chinmay	चिन्मय
Chinmayananda	चिन्मयानंदा
Chinmayu	चिन्मयु
Chinnadurai	चिन्नादुराई
Chintak	चिंतक
Chintamani	चिंतमाणी
Chintan	चिंतन
Chintav	चिंतव
Chinthanaichelvan	चिंतनैचेलवान
Chintu	चिंटू
Chintya	चिंत्या
Chirag	चिराग़
Chiranjeev	चिरंजीव
Chirantan	चिरंतन
Chirayu	चिरायु
Chirtrang	चिर्त्रंग
Chitesh	चितेश
Chithayu	चितायु
Chitrabahu	चित्रबाहू
Chitrabhanu	चित्रभानु
Chitragupt	चित्रगुप्त
Chitragupta	चित्रगुप्त
Chitraketu	चित्रकेतु
Chitraksh	चित्रक्ष
Chitral	चित्रल
Chitrarath	चित्ररथ
Chitrasen	चित्रसेन
Chitresh	चित्रेश
Chitta	चित्ता
Chittaprasad	चित्तप्रसाद
Chittaranjan	चित्तरंजन
Chittaswarup	चित्तस्वरूप
Chittesh	चित्तेश
Cholan	चोलन
Chudamani	चूड़ामणि
Chunmay	चुन्मय
Chyavan	च्यवन
Crishdeep	क्रिश्दीप
Cauvery	कावेरी
Chaaya	छाया
Chadna	चदना
Chahana	चाहना
Chahna	चाहना
Chairavali	चैरावली
Chaitali	चैताली
Chaitaly	चैताली
Chaitanya	चैतन्य
Chaitra	चैत्रा
Chakori	चकोरी
Chakrika	चक्रिका
Chalama	चलामा
Chameli	चमेली
Champa	चंपा
Champabati	चंपाबती
Champakali	चंपाकली
Champakavathi	चम्पकावथी
Champakmala	चम्पक्माला
Champamalini	चंपामालिनी
Champika	चँपिका
Chanasya	चनास्या
Chanchala	चंचला
Chanchari	चंचारी
Chanda	चंदा
Chandalini	चंदालिनी
Chandana	चंदना
Chandani	चाँदनी
Chandanika	चान्दनिका
Chandi	चांदी
Chandika	चंदिका
Chandini	चान्दिनी
Chandni	चाँदनी
Chandrabali	चंद्राबली
Chandrabha	चंद्रभा
Chandrabhaga	चंद्रभागा
Chandrabindu	चंद्रबिंदु
Chandraja	चंद्रजा
Chandrajyoti	चन्द्रज्योति
Chandrakala	चंद्रकला
Chandrakali	चन्द्रकली
Chandrakanti	चंद्रकंती
Chandraki	चंद्रकी
Chandrakin	चंद्रकीन
Chandralekha	चंद्रलेखा
Chandraleksha	चंद्रलेक्षा
Chandramathi	चंद्रमति
Chandramukhi	चंद्रमुखी
Chandrani	चंद्रानी
Chandraprabha	चंद्रप्रभा
Chandrapushpa	चंद्रपुश्पा
Chandratara	चंद्रतारा
Chandravathi	चंद्रवाथि
Chandrika	चंद्रिका
Chandrima	चंद्रिमा
Chane	चने
Changuna	चंगुना
Chapala	चपला
Chara	चारा
Charita	चरिता
Charitra	चरित्रा
Charu	चारू
Charulata	चारुलता
Charulekha	चारुलेखा
Charumati	चारुमती
Charunetra	चारुनेत्र
Charuprabha	चारुप्रभा
Charusheela	चारुशीला
Charusila	चारुशीला
Charvi	चार्वी
Chatura	चतुरा
Chaunta	चौनता
Chayana	चायना
Chayla	चयला
Chellam	चेल्लाम
Chetana	चेतना
Chetna	चेतना
Chhabi	छ्बी
Chhavi	छवि
Chhavvi	छ्ववी
Chhaya	छाया
Chimayi	चिमायी
Chinmayi	चिन्मयी
Chintan	चिंतन चिनटनिका
Chintana	चिंतन चिनटनिका
Chintanika	चिंतानिका
Chiti	चिती
Chitkala	चित्कला
Chitra	चित्रा
Chitragandha	चित्रगंधा
Chitrakshi	चित्रक्षी
Chitralekha	चित्रलेखा
Chitrali	चित्राली
Chitramala	चित्रमाला
Chitramaya	चित्रमाया
Chitrangada	चित्रांगदा
Chitrani	चित्रानी
Chitrarathi	चित्ररथी
Chitrarekha	चित्ररेखा
Chitrathi	चित्रथी
Chitrita	चित्रिता
Chumban	चुंबन
Chunni	चुन्नी
Dabeet	दबीत
Daha	दहा
Dahana	दहन
Daitya	दैत्य
Daivya	दैव्या
Daiwik	दैविक
Daksh	दक्ष
Daksha	दक्षा
Dakshesh	दक्षेष
Dakshi	दक्षी
Dakshina	दक्षिणा
Dakshinayan	दक्शिनयन
Dalajit	दलजीत
Dalapathi	दलापथी
Dalbhya	दाल्भया
Dalbir	दलबीर
Daljeet	दलजीत
Dalpati	दलपति
Daman	दामन
Damian	डेमियन
Damodar	दामोदर
Dandak	दन्दक
Dandapani	दंदापानी
Danielle	दानिएल्ले
Danta	दंत
Danuj	दनूज़
Danvir	दानवीर
Darpad	दर्पद
Darpak	दर्पक
Darpan	दर्पण
Darsh	दर्श
Darshak	दर्शक
Darshan	दर्शन
Daruk	दारुक
Daruka	दारुका
Darun	दारुण
Dasharath	दशरथ
Dasharathi	दशरथी
Dasmaya	दस्माया
Datta	दत्ता
Dattatreya	दत्तात्रेया
Dattey	दत्तेय
Dawoud	दावौद
Dayada	दयादा
Dayakar	दयाकर
Dayakara	दयाकरा
Dayal	दयाल
Dayamay	दयामय
Dayanand	दयानंद
Dayanidhi	दयानिधि
Dayaram	दयाराम
Dayasagar	दयासागर
Dayasagara	दयासागर
Dayashankar	दयाशंकर
Dayaswarup	दयास्वरूप
Debashis	देबाशिस
Debashish	देबाशीष
Debjit	देब्जित
Deenabandhu	दीनबंधु
Deenanath	दीनानाथ
Deep	दीप
Deepak	दीपक
Deepan	दीपन
Deepankar	दीपनकर
Deependra	दीपेंद्र
Deependu	दीपेंदु
Deepesh	दीपेश
Deepinder	दीपिंदर
Deepit	दीपित
Deeptanshu	दीप्तान्शु
Deeptendu	दीप्तेंदु
Deeptiman	दीप्तिमान
Deeptimoy	दीप्तिमोय
Dehabhuj	देहाभुज
Denadayal	दीनदयाल
Dev	देव
Dev Kumar	देव कुमार
Devabrata	देवाब्रता
Devachandra	देवचंद्रा
Devadarshan	देवदर्शन
Devadas	देवदास
